"","Base.Word","Level","Part.of.Speech","plurals.f.lemma"
"4199","restraint","C2","noun","restraints"
"4200","restriction","C2","noun","restrictions"
"4201","retailer","C2","noun","retailers"
"4202","retention","C2","noun","retentions"
"4203","retreat","C2","noun","retreats"
"4204","reunion","C2","noun","reunions"
"4205","revelation","C2","noun","revelations"
"4206","reversal","C2","noun","reversals"
"4207","reverse","C2","noun","reverses"
"4209","revival","C2","noun","revivals"
"4210","rhyme","C2","noun","rhymes"
"4211","ribbon","C2","noun","ribbons"
"4212","riches","C2","noun","riches"
"4213","ritual","C2","noun","rituals"
"4214","rivalry","C2","noun","rivalries"
"4215","roar","C2","noun","roars"
"4216","rocket","C2","noun","rockets"
"4217","round","C2","noun","rounds"
"4218","route","C2","noun","routes"
"4219","ruin","C2","noun","ruins"
"4220","rule","C2","noun","rules"
"4221","ruling","C2","noun","rulings"
"4223","rush","C2","noun","rushes"
"4224","saddle","C2","noun","saddles"
"4225","sail","C2","noun","sails"
"4226","sample","C2","noun","samples"
"4227","sanction","C2","noun","sanctions"
"4228","saying","C2","noun","sayings"
"4229","scan","C2","noun","scans"
"4230","scarcity","C2","noun","scarcities"
"4231","scenario","C2","noun","scenarios"
"4232","scene","C2","noun","scenes"
"4236","script","C2","noun","scripts"
"4237","scrutiny","C2","noun","scrutinies"
"4238","seat","C2","noun","seats"
"4239","secretary","C2","noun","secretaries"
"4240","security","C2","noun","securities"
"4247","sensibility","C2","noun","sensibilities"
"4248","sentiment","C2","noun","sentiments"
"4249","sequence","C2","noun","sequences"
"4251","settlement","C2","noun","settlements"
"4253","shade","C2","noun","shades"
"4254","share","C2","noun","shares"
"4255","shield","C2","noun","shields"
"4256","shock","C2","noun","shocks"
"4257","shovel","C2","noun","shovels"
"4258","sibling","C2","noun","siblings"
"4260","silence","C2","noun","silences"
"4261","silverware","C2","noun","silverwares"
"4262","simplification","C2","noun","simplifications"
"4265","sip","C2","noun","sips"
"4266","siren","C2","noun","sirens"
"4267","sketch","C2","noun","sketches"
"4268","skull","C2","noun","skulls"
"4269","slap","C2","noun","slaps"
"4270","slaughter","C2","noun","slaughters"
"4271","slice","C2","noun","slices"
"4272","snob","C2","noun","snobs"
"4273","socialism","C2","noun","socialisms"
"4274","sorrow","C2","noun","sorrows"
"4275","spark","C2","noun","sparks"
"4276","specimen","C2","noun","specimens"
"4277","spectrum","C2","noun","spectrums"
"4279","spice","C2","noun","spices"
"4281","splash","C2","noun","splashes"
"4282","splendor","C2","noun","splendors"
"4283","spotlight","C2","noun","spotlights"
"4284","spouse","C2","noun","spouses"
"4285","squad","C2","noun","squads"
"4288","stand","C2","noun","stands"
"4289","standard","C2","noun","standards"
"4290","standpoint","C2","noun","standpoints"
"4292","start","C2","noun","starts"
"4294","statement","C2","noun","statements"
"4295","stimulus","C2","noun","stimulus"
"4296","stitch","C2","noun","stitches"
"4297","story","C2","noun","stories"
"4298","strain","C2","noun","strains"
"4299","strand","C2","noun","strands"
"4300","strap","C2","noun","straps"
"4301","straw","C2","noun","straws"
"4302","strength","C2","noun","strengths"
"4303","stroke","C2","noun","strokes"
"4304","structure","C2","noun","structures"
"4305","stubbornness","C2","noun","stubbornness"
"4307","successor","C2","noun","successors"
"4308","sufferer","C2","noun","sufferers"
"4309","summit","C2","noun","summits"
"4311","supplement","C2","noun","supplements"
"4312","surname","C2","noun","surnames"
"4317","sympathy","C2","noun","sympathies"
"4318","symptom","C2","noun","symptoms"
"4319","synonym","C2","noun","synonyms"
"4320","system","C2","noun","systems"
"4321","tact","C2","noun","tacts"
"4322","talk","C2","noun","talks"
"4324","tank","C2","noun","tanks"
"4325","taxpayer","C2","noun","taxpayers"
"4326","tenant","C2","noun","tenants"
"4327","tenderness","C2","noun","tenderness"
"4328","territory","C2","noun","territories"
"4329","theory","C2","noun","theories"
"4331","thinker","C2","noun","thinkers"
"4332","thought","C2","noun","thoughts"
"4333","thread","C2","noun","threads"
"4334","threat","C2","noun","threats"
"4335","threshold","C2","noun","thresholds"
"4336","throne","C2","noun","thrones"
"4337","timber","C2","noun","timbers"
"4340","toddler","C2","noun","toddlers"
"4341","tolerance","C2","noun","tolerances"
"4342","toll","C2","noun","tolls"
"4343","tomorrow","C2","noun","tomorrows"
"4345","torture","C2","noun","tortures"
"4346","touch","C2","noun","touches"
"4347","toughness","C2","noun","toughness"
"4348","track","C2","noun","tracks"
"4349","tractor","C2","noun","tractors"
"4350","trader","C2","noun","traders"
"4352","trail","C2","noun","trails"
"4353","trait","C2","noun","traits"
"4354","tranquility","C2","noun","tranquilities"
"4355","transition","C2","noun","transitions"
"4356","transmission","C2","noun","transmissions"
"4357","transplant","C2","noun","transplants"
"4358","trauma","C2","noun","traumas"
"4360","treat","C2","noun","treats"
"4361","treaty","C2","noun","treaties"
"4362","tribute","C2","noun","tributes"
"4363","trilogy","C2","noun","trilogies"
"4364","trio","C2","noun","trios"
"4365","triumph","C2","noun","triumphs"
"4367","trouble","C2","noun","troubles"
"4368","truth","C2","noun","truths"
"4369","turmoil","C2","noun","turmoils"
"4370","type","C2","noun","types"
"4371","undertaking","C2","noun","undertakings"
"4373","upkeep","C2","noun","upkeeps"
"4374","urge","C2","noun","urges"
"4375","vaccination","C2","noun","vaccinations"
"4378","vandalism","C2","noun","vandalisms"
"4379","vanity","C2","noun","vanities"
"4380","variation","C2","noun","variations"
"4381","veil","C2","noun","veils"
"4382","velvet","C2","noun","velvets"
"4383","venture","C2","noun","ventures"
"4384","verdict","C2","noun","verdicts"
"4385","vest","C2","noun","vests"
"4386","veteran","C2","noun","veterans"
"4387","vice","C2","noun","vices"
"4388","view","C2","noun","views"
"4390","virgin","C2","noun","virgins"
"4391","virtue","C2","noun","virtues"
"4392","vitality","C2","noun","vitalities"
"4393","vocation","C2","noun","vocations"
"4394","volume","C2","noun","volumes"
"4395","voter","C2","noun","voters"
"4396","vow","C2","noun","vows"
"4398","warehouse","C2","noun","warehouses"
"4399","wave","C2","noun","waves"
"4400","way","C2","noun","ways"
"4401","weed","C2","noun","weeds"
"4403","whim","C2","noun","whims"
"4406","willpower","C2","noun","willpowers"
"4407","wing","C2","noun","wings"
"4408","wish","C2","noun","wishes"
"4409","withdrawal","C2","noun","withdrawals"
"4410","woodland","C2","noun","woodlands"
"4411","workaholic","C2","noun","workaholics"
"4412","workforce","C2","noun","workforces"
"4413","worship","C2","noun","worships"
"4414","wreck","C2","noun","wrecks"
"4415","wreckage","C2","noun","wreckages"
"4416","wrinkle","C2","noun","wrinkles"
"4418","clothes","A1","noun","clothes"
"4419","couch","A2","noun","couches"
"4421","assignment","C1","noun","assignments"
"4423","draught","C1","noun","draughts"
"4424","fibre","C1","noun","fibres"
"4425","magistrate","C1","noun","magistrates"
"4426","overdraft","C1","noun","overdrafts"
"4427","pensioner","C1","noun","pensioners"
"4428","redundancy","C1","noun","redundancies"
"4429","solicitor","C1","noun","solicitors"
"4430","soya","C1","noun","soyas"
"4431","speciality","C1","noun","specialities"
"4432","telly","C1","noun","tellies"
"4434","release","C1","noun","releases"
"4435","turnover","C1","noun","turnovers"
"4436","wardrobe","C1","noun","wardrobes"
"4437","network","C1","noun","networks"
"4438","break","C1","noun","breaks"
"4439","producer","C1","noun","producers"
"4442","saving","C1","noun","savings"
"4443","existence","C1","noun","existences"
"4444","reference","C1","noun","references"
"4445","defence","C1","noun","defences"
"4446","flow","C1","noun","flows"
"4447","rubbish","C1","noun","rubbishes"
"4449","rise","C1","noun","rises"
"4450","reception","C1","noun","receptions"
"4451","appeal","C1","noun","appeals"
"4452","regard","C1","noun","regards"
"4453","art","C1","noun","arts"
"4454","carriage","C1","noun","carriages"
"4455","professional","C1","noun","professionals"
"4456","vest","C1","noun","vests"
"4457","labour","C1","noun","labours"
"4458","counselling","C2","noun","counsellings"
"4459","counsellor","C2","noun","counsellors"
"4460","cutlery","C2","noun","cutleries"
"4461","diarrhoea","C2","noun","diarrhoeas"
"4462","endeavour","C2","noun","endeavours"
"4464","lifespan","C2","noun","lifespans"
"4465","odour","C2","noun","odours"
"4466","outgoings","C2","noun","outgoings"
"4467","read","C2","noun","reads"
"4468","spade","C2","noun","spades"
"4469","splendour","C2","noun","splendours"
"4470","trash","C2","noun","trashes"
"4471","villager","C2","noun","villagers"
"4472","understanding","C2","noun","understandings"
"4473","disc","C2","noun","discs"
"4474","record","C2","noun","records"
"4475","labour","C2","noun","labours"
"4476","entrance","C2","noun","entrances"
"4477","range","C2","noun","ranges"
"4478","turnover","C2","noun","turnovers"
"4479","reading","C2","noun","readings"
"4480","striker","C2","noun","strikers"
"4481","colour","C2","noun","colours"
"4482","favourite","C2","noun","favourites"
"4483","humour","C2","noun","humours"
"4484","count","C2","noun","counts"
"4485","enquiry","C2","noun","enquiries"
"4486","corner","C2","noun","corners"
"4487","fulfilment","C2","noun","fulfilments"
"4488","centre","C2","noun","centres"
"4490","second","C2","noun","seconds"
"4491","flavour","C2","noun","flavours"
"4493","qualification","C2","noun","qualifications"
"4494","gain","C2","noun","gains"
"4495","flash","C2","noun","flashes"
"4496","tip","C2","noun","tips"
"4497","future","C2","noun","futures"
"4498","paper","C2","noun","papers"
"4500","autumn","A1","noun","autumns"
"4501","cafe","A1","noun","cafes"
"4503","kilometre","A1","noun","kilometres"
"4504","metre","A1","noun","metres"
"4505","mum","A1","noun","mums"
"4506","neighbour","A1","noun","neighbours"
"4507","programme","A1","noun","programmes"
"4508","theatre","A1","noun","theatres"
"4509","website","A1","noun","websites"
"4510","app","A2","noun","apps"
"4511","behaviour","A2","noun","behaviours"
"4513","biscuit","A2","noun","biscuits"
"4514","cooker","A2","noun","cookers"
"4517","lorry","A2","noun","lorries"
"4518","mathematics","A2","noun","mathematics"
"4521","moon","A2","noun","moons"
"4523","railway","A2","noun","railways"
"4525","stair","A2","noun","stairs"
"4527","traveller","A2","noun","travellers"
"4530","accommodation","B1","noun","accommodations"
"4533","hurricane","B1","noun","hurricanes"
"4534","neighbourhood","B1","noun","neighbourhoods"
"4538","tape","B1","noun","tapes"
"4539","tyre","B1","noun","tyres"
"4541","being","B2","noun","beings"
"4543","finding","B2","noun","findings"
"4544","frequency","B2","noun","frequencies"
"4545","genre","B2","noun","genres"
"4546","hearing","B2","noun","hearings"
"4547","judgement","B2","noun","judgements"
"4550","mineral","B2","noun","minerals"
"4551","offence","B2","noun","offences"
"4552","universe","B2","noun","universes"
"4553","accommodation","B2","noun","accommodations"
"4555","alien","B2","noun","aliens"
"4556","applicant","B2","noun","applicants"
"4557","artwork","B2","noun","artworks"
"4558","broadcaster","B2","noun","broadcasters"
"4559","buck","B2","noun","bucks"
"4560","clip","B2","noun","clips"
"4561","colony","B2","noun","colonies"
"4562","compound","B2","noun","compounds"
"4563","conspiracy","B2","noun","conspiracies"
"4565","cowboy","B2","noun","cowboys"
"4566","cue","B2","noun","cues"
"4567","entrepreneur","B2","noun","entrepreneurs"
"4568","expertise","B2","noun","expertises"
"4569","forum","B2","noun","forums"
"4570","fossil","B2","noun","fossils"
"4571","fragment","B2","noun","fragments"
"4572","gallon","B2","noun","gallons"
"4575","greenhouse","B2","noun","greenhouses"
"4578","kindergarten","B2","noun","kindergartens"
"4580","lyric","B2","noun","lyrics"
"4581","making","B2","noun","makings"
"4582","marker","B2","noun","markers"
"4584","navigation","B2","noun","navigations"
"4585","nickel","B2","noun","nickels"
"4586","outfit","B2","noun","outfits"
"4587","packet","B2","noun","packets"
"4588","participation","B2","noun","participations"
"4589","physician","B2","noun","physicians"
"4590","placement","B2","noun","placements"
"4591","protester","B2","noun","protesters"
"4593","punk","B2","noun","punks"
"4594","receiver","B2","noun","receivers"
"4596","revision","B2","noun","revisions"
"4597","screening","B2","noun","screenings"
"4598","seeker","B2","noun","seekers"
"4599","settler","B2","noun","settlers"
"4603","troop","B2","noun","troops"
"4604","tsunami","B2","noun","tsunamis"
"4607","academy","C1","noun","academies"
"4608","accomplishment","C1","noun","accomplishments"
"4609","accountability","C1","noun","accountabilities"
"4611","acquisition","C1","noun","acquisitions"
"4614","aftermath","C1","noun","aftermaths"
"4615","aide","C1","noun","aides"
"4616","alignment","C1","noun","alignments"
"4618","apparel","C1","noun","apparels"
"4619","archive","C1","noun","archives"
"4620","arena","C1","noun","arenas"
"4621","array","C1","noun","arrays"
"4622","ash","C1","noun","ashes"
"4623","assassination","C1","noun","assassinations"
"4624","assertion","C1","noun","assertions"
"4625","asylum","C1","noun","asylums"
"4626","atrocity","C1","noun","atrocities"
"4627","audit","C1","noun","audits"
"4628","auto","C1","noun","autos"
"4629","autonomy","C1","noun","autonomies"
"4630","autumn","C1","noun","autumns"
"4631","backdrop","C1","noun","backdrops"
"4632","bail","C1","noun","bails"
"4633","ballot","C1","noun","ballots"
"4634","bankruptcy","C1","noun","bankruptcies"
"4635","banner","C1","noun","banners"
"4636","barrel","C1","noun","barrels"
"4638","battlefield","C1","noun","battlefields"
"4641","benchmark","C1","noun","benchmarks"
"4642","beneficiary","C1","noun","beneficiaries"
"4643","beverage","C1","noun","beverages"
"4644","bishop","C1","noun","bishops"
"4645","blast","C1","noun","blasts"
"4646","blessing","C1","noun","blessings"
"4647","booking","C1","noun","bookings"
"4648","boom","C1","noun","booms"
"4649","breach","C1","noun","breaches"
"4650","buddy","C1","noun","buddies"
"4651","buffer","C1","noun","buffers"
"4654","casino","C1","noun","casinos"
"4655","chamber","C1","noun","chambers"
"4657","chunk","C1","noun","chunks"
"4658","citizenship","C1","noun","citizenships"
"4659","cluster","C1","noun","clusters"
"4660","coalition","C1","noun","coalitions"
"4661","cocktail","C1","noun","cocktails"
"4662","collision","C1","noun","collisions"
"4663","columnist","C1","noun","columnists"
"4664","commentary","C1","noun","commentaries"
"4665","commentator","C1","noun","commentators"
"4666","commissioner","C1","noun","commissioners"
"4667","compassion","C1","noun","compassions"
"4668","compensation","C1","noun","compensations"
"4669","compliance","C1","noun","compliances"
"4670","configuration","C1","noun","configurations"
"4671","congregation","C1","noun","congregations"
"4673","contender","C1","noun","contenders"
"4674","contention","C1","noun","contentions"
"4675","contractor","C1","noun","contractors"
"4676","contributor","C1","noun","contributors"
"4678","coordinator","C1","noun","coordinators"
"4679","copyright","C1","noun","copyrights"
"4680","correlation","C1","noun","correlations"
"4681","correspondence","C1","noun","correspondences"
"4682","correspondent","C1","noun","correspondents"
"4684","creator","C1","noun","creators"
"4685","critique","C1","noun","critiques"
"4687","cutting","C1","noun","cuttings"
"4689","debris","C1","noun","debris"
"4691","deed","C1","noun","deeds"
"4692","default","C1","noun","defaults"
"4693","demon","C1","noun","demons"
"4694","deployment","C1","noun","deployments"
"4695","descent","C1","noun","descents"
"4697","detention","C1","noun","detentions"
"4698","dictator","C1","noun","dictators"
"4699","disclosure","C1","noun","disclosures"
"4700","discourse","C1","noun","discourses"
"4701","doctrine","C1","noun","doctrines"
"4703","duo","C1","noun","duos"
"4704","educator","C1","noun","educators"
"4705","ego","C1","noun","egos"
"4706","emergence","C1","noun","emergencies"
"4707","endorsement","C1","noun","endorsements"
"4708","enforcement","C1","noun","enforcements"
"4709","engagement","C1","noun","engagements"
"4710","enthusiast","C1","noun","enthusiasts"
"4711","epidemic","C1","noun","epidemics"
"4712","excellence","C1","noun","excellencies"
"4713","exclusion","C1","noun","exclusions"
"4714","execution","C1","noun","executions"
"4715","exploitation","C1","noun","exploitations"
"4716","faction","C1","noun","factions"
"4717","felony","C1","noun","felonies"
"4718","fiber","C1","noun","fibers"
"4719","filmmaker","C1","noun","filmmakers"
"4720","firearm","C1","noun","firearms"
"4721","footage","C1","noun","footages"
"4725","genocide","C1","noun","genocides"
"4726","gig","C1","noun","gigs"
"4727","governance","C1","noun","governances"
"4728","gravity","C1","noun","gravities"
"4729","grid","C1","noun","grids"
"4730","guerrilla","C1","noun","guerrillas"
"4731","gut","C1","noun","guts"
"4732","handful","C1","noun","handfuls"
"4734","homeland","C1","noun","homelands"
"4735","hydrogen","C1","noun","hydrogens"
"4736","ideology","C1","noun","ideologies"
"4738","incarceration","C1","noun","incarcerations"
"4739","incidence","C1","noun","incidences"
"4740","indictment","C1","noun","indictments"
"4741","inmate","C1","noun","inmates"
"4742","insertion","C1","noun","insertions"
"4743","insider","C1","noun","insiders"
"4744","intake","C1","noun","intakes"
"4745","interface","C1","noun","interfaces"
"4746","intersection","C1","noun","intersections"
"4747","inventory","C1","noun","inventories"
"4748","jurisdiction","C1","noun","jurisdictions"
"4749","lap","C1","noun","laps"
"4750","lawmaker","C1","noun","lawmakers"
"4751","legislature","C1","noun","legislatures"
"4752","limb","C1","noun","limbs"
"4754","listing","C1","noun","listings"
"4755","loop","C1","noun","loops"
"4756","magnitude","C1","noun","magnitudes"
"4757","mainland","C1","noun","mainlands"
"4758","mandate","C1","noun","mandates"
"4759","manipulation","C1","noun","manipulations"
"4760","manuscript","C1","noun","manuscripts"
"4761","marketplace","C1","noun","marketplaces"
"4763","meditation","C1","noun","meditations"
"4765","mentor","C1","noun","mentors"
"4766","merchant","C1","noun","merchants"
"4767","methodology","C1","noun","methodologies"
"4769","militia","C1","noun","militias"
"4770","mill","C1","noun","mills"
"4771","mob","C1","noun","mobs"
"4772","mobility","C1","noun","mobilities"
"4773","module","C1","noun","modules"
"4776","niche","C1","noun","niches"
"4777","nominee","C1","noun","nominees"
"4778","offering","C1","noun","offerings"
"4779","outing","C1","noun","outings"
"4780","outsider","C1","noun","outsiders"
"4781","pad","C1","noun","pads"
"4782","parameter","C1","noun","parameters"
"4785","patent","C1","noun","patents"
"4786","pathway","C1","noun","pathways"
"4787","patron","C1","noun","patrons"
"4788","petition","C1","noun","petitions"
"4789","pipeline","C1","noun","pipelines"
"4790","poll","C1","noun","polls"
"4791","portfolio","C1","noun","portfolios"
"4795","prevalence","C1","noun","prevalences"
"4796","privatization","C1","noun","privatizations"
"4797","proceeding","C1","noun","proceedings"
"4798","proceeds","C1","noun","proceeds"
"4800","processor","C1","noun","processors"
"4801","protocol","C1","noun","protocols"
"4802","query","C1","noun","queries"
"4803","quota","C1","noun","quotas"
"4804","radar","C1","noun","radars"
"4805","ranking","C1","noun","rankings"
"4806","recipient","C1","noun","recipients"
"4807","regulator","C1","noun","regulators"
"4808","rehabilitation","C1","noun","rehabilitations"
"4809","remainder","C1","noun","remainders"
"4810","removal","C1","noun","removals"
"4811","rental","C1","noun","rentals"
"4812","residue","C1","noun","residues"
"4813","restoration","C1","noun","restorations"
"4814","rhetoric","C1","noun","rhetorics"
"4816","rod","C1","noun","rods"
"4817","rookie","C1","noun","rookies"
"4818","roster","C1","noun","rosters"
"4819","rotation","C1","noun","rotations"
"4820","sake","C1","noun","sakes"
"4821","segment","C1","noun","segments"
"4822","setup","C1","noun","setups"
"4824","shareholder","C1","noun","shareholders"
"4826","sophomore","C1","noun","sophomores"
"4827","sovereignty","C1","noun","sovereignties"
"4828","spectacle","C1","noun","spectacles"
"4829","stake","C1","noun","stakes"
"4830","submission","C1","noun","submissions"
"4831","subscriber","C1","noun","subscribers"
"4832","subscription","C1","noun","subscriptions"
"4833","succession","C1","noun","successions"
"4834","suite","C1","noun","suites"
"4835","superintendent","C1","noun","superintendents"
"4836","surveillance","C1","noun","surveillances"
"4837","suspension","C1","noun","suspensions"
"4838","syndrome","C1","noun","syndromes"
"4840","tenure","C1","noun","tenures"
"4841","terrain","C1","noun","terrains"
"4842","testimony","C1","noun","testimonies"
"4843","theology","C1","noun","theologies"
"4844","trademark","C1","noun","trademarks"
"4845","trailer","C1","noun","trailers"
"4846","transcript","C1","noun","transcripts"
"4847","transit","C1","noun","transits"
"4848","transparency","C1","noun","transparencies"
"4849","trustee","C1","noun","trustees"
"4850","tumor","C1","noun","tumors"
"4851","turnout","C1","noun","turnouts"
"4852","undergraduate","C1","noun","undergraduates"
"4853","utility","C1","noun","utilities"
"4854","vacuum","C1","noun","vacuums"
"4855","vessel","C1","noun","vessels"
"4856","violation","C1","noun","violations"
"4857","vulnerability","C1","noun","vulnerabilities"
"4859","mr","A1","noun","mrs"
"4861","republican","A2","noun","republicans"
"4863","democrat","A2","noun","democrats"
"4865","senator","A2","noun","senators"
"4867","governor","A2","noun","governors"
"4872","bureau","B2","noun","bureaus"
"4873","creek","C2","noun","creeks"
"4874","tablespoon","C1","noun","tablespoons"
"4877","respondent","C1","noun","respondents"
"4878","daddy","B1","noun","daddies"
"4879","pant","C2","noun","pants"
"4881","bible","B1","noun","bibles"
"4882","affiliation","C1","noun","affiliations"
"4883","tech","B2","noun","techs"
"4884","god","B1","noun","gods"
"4886","fighter","B2","noun","fighters"
"4887","porch","C1","noun","porches"
"4889","mama","B1","noun","mamas"
"4890","sanctions","B1","noun","sanctions"
"4891","hunter","B2","noun","hunters"
"4895","ranch","B2","noun","ranches"
"4897","grocery","B2","noun","groceries"
"4899","catholic","B1","noun","catholics"
"4900","defendant","C1","noun","defendants"
"4902","clay","C1","noun","clays"
"4903","quarterback","C2","noun","quarterbacks"
"4904","pitcher","C2","noun","pitchers"
"4907","serving","B2","noun","servings"
"4908","sheriff","C1","noun","sheriffs"
"4909","hallway","C1","noun","hallways"
"4910","hay","C2","noun","hays"
"4911","galaxy","B2","noun","galaxies"
"4913","lieutenant","C2","noun","lieutenants"
"4914","clerk","B2","noun","clerks"
"4915","juror","C1","noun","jurors"
"4916","carbohydrate","C1","noun","carbohydrates"
"4917","colonel","C1","noun","colonels"
"4918","belly","B2","noun","bellies"
"4919","pope","B2","noun","popes"
"4920","playoff","C1","noun","playoffs"
"4921","scout","B2","noun","scouts"
"4923","automobile","B2","noun","automobiles"
"4925","broker","C1","noun","brokers"
"4926","sodium","C1","noun","sodiums"
"4927","equity","C1","noun","equities"
"4928","starter","B2","noun","starters"
"4929","courtroom","C1","noun","courtrooms"
"4930","pickup","B2","noun","pickups"
"4931","sergeant","C1","noun","sergeants"
"4932","pro","C1","noun","pros"
"4933","wagon","C1","noun","wagons"
"4934","elder","B2","noun","elders"
"4936","rack","C1","noun","racks"
"4937","inn","B2","noun","inns"
"4938","gospel","B2","noun","gospels"
"4939","treasury","C1","noun","treasuries"
"4941","cord","C1","noun","cords"
"4943","statute","C1","noun","statutes"
"4944","diabetes","C1","noun","diabetes"
"4947","thanksgiving","B1","noun","thanksgivings"
"4948","alley","B2","noun","alleys"
"4949","touchdown","C1","noun","touchdowns"
"4950","eve","B2","noun","eves"
"4951","stack","B2","noun","stacks"
"4952","teammate","B2","noun","teammates"
"4953","videotape","B2","noun","videotapes"
"4954","aisle","B2","noun","aisles"
"4955","planner","B2","noun","planners"
"4956","orbit","B2","noun","orbits"
"4957","hormone","B2","noun","hormones"
"4958","organism","B2","noun","organisms"
"4959","ecosystem","B2","noun","ecosystems"
"4962","legislator","B2","noun","legislators"
"4963","astronomer","B2","noun","astronomers"
"4964","streak","C1","noun","streaks"
"4965","dough","C1","noun","doughs"
"4966","dynamics","B2","noun","dynamics"
"4967","molecule","C1","noun","molecules"
"4968","driveway","C1","noun","driveways"
"4969","vendor","C1","noun","vendors"
"4970","artifact","C1","noun","artifacts"
"4971","basin","C1","noun","basins"
"4973","fatigue","C1","noun","fatigues"
"4974","nutrient","C1","noun","nutrients"
"4976","ridge","C1","noun","ridges"
"4977","plaza","C1","noun","plazas"
"4978","bolt","C1","noun","bolts"
"4979","marble","C1","noun","marbles"
"4980","missionary","C1","noun","missionaries"
"4981","sensor","C1","noun","sensors"
"4982","pistol","C1","noun","pistols"
"4983","plaintiff","C1","noun","plaintiffs"
"4984","count","B1","noun, verb","counts"
"4985","email","A1","noun, verb","emails"
"4987","commission","B2","noun, verb","commissions"
"4988","honour","B2","noun, verb","honours"
"4989","slide","B2","noun, verb","slides"
"4990","mate","B2","noun, verb","mates"
"4991","tag","B2","noun, verb","tags"
"4992","halt","C1","noun, verb","halts"
"4993","patrol","C1","noun, verb","patrols"
"4994","pledge","C1","noun, verb","pledges"
"4996","screw","C1","noun, verb","screws"
"4997","span","C1","noun, verb","spans"
"4998","stem","C1","noun, verb","stems"
"4999","warrant","C1","noun, verb","warrants"
"5000","clerk","B2","noun, verb","clerks"
"5002","half","A2","noun, pronoun, determiner","halfs"
"5003","half","B2","noun, pronoun, determiner","halfs"
"5005","mobile","A2","adjective, noun","mobiles"
"5006","teen","B2","adjective, noun","teens"
"5007","cult","C1","adjective, noun","cults"
"5008","feminist","C1","adjective, noun","feminists"
"5009","militant","C1","adjective, noun","militants"
"2","address","A1","noun","addresses"
"8","apple","A1","noun","apples"
"21","bath","A1","noun","baths"
"46","bus","A1","noun","buses"
"47","business","A1","noun","businesses"
"56","cheese","A1","noun","cheeses"
"60","class","A1","noun","classes"
"72","cross","A1","noun","crosses"
"75","dance","A1","noun","dances"
"85","dog","A1","noun","dogs"
"89","dress","A1","noun","dresses"
"119","glass","A1","noun","glasses"
"121","grass","A1","noun","grasses"
"126","hat","A1","noun","hats"
"133","hotel","A1","noun","hotels"
"162","miss","A1","noun","misses"
"174","music","A1","noun","musics"
"180","nose","A1","noun","noses"
"206","place","A1","noun","places"
"207","plane","A1","noun","planes"
"208","plant","A1","noun","plants"
"209","plate","A1","noun","plates"
"220","rice","A1","noun","rices"
"232","shoe","A1","noun","shoes"
"239","son","A1","noun","sons"
"243","stop","A1","noun","stops"
"244","store","A1","noun","stores"
"255","table","A1","noun","tables"
"281","waitress","A1","noun","waitresses"
"293","winter","A1","noun","winters"
"320","artist","A2","noun","artists"
"329","bar","A2","noun","bars"
"335","belt","A2","noun","belts"
"349","boss","A2","noun","bosses"
"350","bottle","A2","noun","bottles"
"363","business","A2","noun","businesses"
"371","can","A2","noun","cans"
"373","cap","A2","noun","caps"
"379","case","A2","noun","cases"
"402","class","A2","noun","classes"
"416","comic","A2","noun","comics"
"436","dance","A2","noun","dances"
"443","dentist","A2","noun","dentists"
"501","garage","A2","noun","garages"
"503","gas","A2","noun","gases"
"508","glove","A2","noun","gloves"
"512","grade","A2","noun","grades"
"526","grape","A2","noun","grapes"
"536","ham","A2","noun","hams"
"576","kiss","A2","noun","kisses"
"641","notice","A2","noun","notices"
"663","pasta","A2","noun","pastas"
"674","piece","A2","noun","pieces"
"678","place","A2","noun","places"
"679","plan","A2","noun","plans"
"687","police","A2","noun","polices"
"697","price","A2","noun","prices"
"704","purse","A2","noun","purses"
"707","queen","A2","noun","queens"
"715","rap","A2","noun","raps"
"716","rat","A2","noun","rats"
"758","side","A2","noun","sides"
"800","star","A2","noun","stars"
"804","storm","A2","noun","storms"
"806","stove","A2","noun","stoves"
"807","suit","A2","noun","suits"
"815","sweets","A2","noun","sweeties"
"832","toast","A2","noun","toasts"
"845","trip","A2","noun","trips"
"861","war","A2","noun","wars"
"869","winner","A2","noun","winners"
"883","access","B1","noun","accesses"
"888","act","B1","noun","acts"
"954","bell","B1","noun","belies"
"959","bit","B1","noun","bits"
"964","bomb","B1","noun","bombs"
"965","bone","B1","noun","bones"
"974","breath","B1","noun","breaths"
"976","bride","B1","noun","brides"
"985","business","B1","noun","businesses"
"992","cabin","B1","noun","cabins"
"993","cable","B1","noun","cables"
"1006","care","B1","noun","cares"
"1008","case","B1","noun","cases"
"1024","charge","B1","noun","charges"
"1031","chili","B1","noun","chilis"
"1032","chin","B1","noun","chins"
"1035","circus","B1","noun","circuses"
"1043","cod","B1","noun","cods"
"1048","comma","B1","noun","commas"
"1076","crash","B1","noun","crashes"
"1084","cross","B1","noun","crosses"
"1101","dance","B1","noun","dances"
"1140","divorce","B1","noun","divorcees"
"1146","dot","B1","noun","dots"
"1186","experience","B1","noun","experiences"
"1196","fare","B1","noun","fares"
"1201","favorite","B1","noun","favorites"
"1210","fifth","B1","noun","fifths"
"1248","garage","B1","noun","garages"
"1250","gas","B1","noun","gases"
"1259","grade","B1","noun","grades"
"1263","grill","B1","noun","grills"
"1267","guess","B1","noun","guesses"
