"","Base.Word","Level","Part.of.Speech","plurals.f.lemma"
"2370","judgment","B2","noun","judgments"
"2371","junior","B2","noun","juniors"
"2372","jury","B2","noun","juries"
"2374","key","B2","noun","keys"
"2376","kingdom","B2","noun","kingdoms"
"2377","land","B2","noun","lands"
"2378","landing","B2","noun","landings"
"2379","landlady","B2","noun","landladies"
"2380","landlord","B2","noun","landlords"
"2384","laundry","B2","noun","laundries"
"2385","law","B2","noun","laws"
"2386","layer","B2","noun","layers"
"2387","laziness","B2","noun","laziness"
"2388","lead","B2","noun","leads"
"2389","leaflet","B2","noun","leaflets"
"2390","leak","B2","noun","leaks"
"2391","learner","B2","noun","learners"
"2393","leek","B2","noun","leeks"
"2394","legend","B2","noun","legends"
"2395","length","B2","noun","lengths"
"2396","leopard","B2","noun","leopards"
"2397","lesson","B2","noun","lessons"
"2398","level","B2","noun","levels"
"2399","liar","B2","noun","liars"
"2400","liberty","B2","noun","liberties"
"2401","lid","B2","noun","lids"
"2402","life","B2","noun","lifes"
"2403","lifestyle","B2","noun","lifestyles"
"2404","lifetime","B2","noun","lifetimes"
"2406","line","B2","noun","lines"
"2407","link","B2","noun","links"
"2408","litter","B2","noun","litters"
"2409","liver","B2","noun","livers"
"2410","living","B2","noun","livings"
"2411","load","B2","noun","loads"
"2412","loaf","B2","noun","loafs"
"2413","lobby","B2","noun","lobbies"
"2414","look","B2","noun","looks"
"2416","love","B2","noun","loves"
"2417","loyalty","B2","noun","loyalties"
"2420","luxury","B2","noun","luxuries"
"2421","lyrics","B2","noun","lyrics"
"2422","magic","B2","noun","magpies"
"2424","major","B2","noun","majors"
"2425","majority","B2","noun","majorities"
"2426","maker","B2","noun","makers"
"2427","male","B2","noun","males"
"2429","management","B2","noun","managements"
"2431","manner","B2","noun","manners"
"2432","manual","B2","noun","manuals"
"2433","manufacturer","B2","noun","manufacturers"
"2435","marathon","B2","noun","marathons"
"2436","mark","B2","noun","marks"
"2438","mask","B2","noun","masks"
"2439","master","B2","noun","masters"
"2440","match","B2","noun","matches"
"2441","material","B2","noun","materials"
"2442","matter","B2","noun","matters"
"2443","mayor","B2","noun","mayors"
"2444","meaning","B2","noun","meanings"
"2446","measure","B2","noun","measures"
"2447","measurement","B2","noun","measurements"
"2448","medal","B2","noun","medals"
"2449","mention","B2","noun","mentions"
"2451","message","B2","noun","messages"
"2452","microphone","B2","noun","microphones"
"2453","million","B2","noun","millions"
"2456","minority","B2","noun","minorities"
"2457","mint","B2","noun","mints"
"2458","miracle","B2","noun","miracles"
"2459","misery","B2","noun","miseries"
"2460","mission","B2","noun","missions"
"2461","mist","B2","noun","mists"
"2462","misunderstanding","B2","noun","misunderstandings"
"2463","mixture","B2","noun","mixtures"
"2464","monitor","B2","noun","monitors"
"2465","monument","B2","noun","monuments"
"2466","moonlight","B2","noun","moonlights"
"2468","motivation","B2","noun","motivations"
"2469","motive","B2","noun","motives"
"2470","motor","B2","noun","motors"
"2471","motorist","B2","noun","motorists"
"2472","movement","B2","noun","movements"
"2473","mud","B2","noun","muds"
"2474","muscle","B2","noun","muscles"
"2475","musical","B2","noun","musicals"
"2476","myth","B2","noun","myths"
"2477","nail","B2","noun","nails"
"2478","name","B2","noun","names"
"2479","napkin","B2","noun","napkins"
"2480","nation","B2","noun","nations"
"2481","nature","B2","noun","natures"
"2482","navy","B2","noun","navies"
"2483","need","B2","noun","needs"
"2484","needle","B2","noun","needles"
"2485","neighbor","B2","noun","neighbors"
"2486","nerves","B2","noun","nerves"
"2487","network","B2","noun","networks"
"2489","note","B2","noun","notes"
"2490","novelist","B2","noun","novelists"
"2491","nuisance","B2","noun","nuisances"
"2492","nursery","B2","noun","nurseries"
"2493","nut","B2","noun","nuts"
"2494","oak","B2","noun","oaks"
"2495","objection","B2","noun","objections"
"2497","obligation","B2","noun","obligations"
"2498","observation","B2","noun","observations"
"2499","obsession","B2","noun","obsessions"
"2500","occasion","B2","noun","occasions"
"2501","offender","B2","noun","offenders"
"2502","offense","B2","noun","offenses"
"2503","officer","B2","noun","officers"
"2504","opening","B2","noun","openings"
"2505","operator","B2","noun","operators"
"2506","opinion","B2","noun","opinions"
"2507","opponent","B2","noun","opponents"
"2508","opportunity","B2","noun","opportunities"
"2509","order","B2","noun","orders"
"2510","organizer","B2","noun","organizers"
"2511","origin","B2","noun","origins"
"2512","original","B2","noun","originals"
"2513","outline","B2","noun","outlines"
"2514","outskirts","B2","noun","outskirts"
"2516","owl","B2","noun","owls"
"2517","oxygen","B2","noun","oxygens"
"2518","pace","B2","noun","paces"
"2519","pack","B2","noun","packs"
"2520","package","B2","noun","packages"
"2521","pain","B2","noun","pains"
"2523","pancake","B2","noun","pancakes"
"2526","paperwork","B2","noun","paperworks"
"2527","parachute","B2","noun","parachutes"
"2529","parenthesis","B2","noun","parenthesis"
"2530","parliament","B2","noun","parliaments"
"2531","part","B2","noun","parts"
"2532","partner","B2","noun","partners"
"2533","partnership","B2","noun","partnerships"
"2534","passage","B2","noun","passages"
"2535","passion","B2","noun","passions"
"2536","path","B2","noun","paths"
"2538","pattern","B2","noun","patterns"
"2539","pause","B2","noun","pauses"
"2540","pavement","B2","noun","pavements"
"2541","paw","B2","noun","paws"
"2542","payment","B2","noun","payments"
"2543","peace","B2","noun","peaches"
"2544","peak","B2","noun","peaks"
"2545","pedal","B2","noun","pedals"
"2546","penalty","B2","noun","penalties"
"2547","pension","B2","noun","pensions"
"2548","percentage","B2","noun","percentages"
"2549","performance","B2","noun","performances"
"2550","personality","B2","noun","personalities"
"2551","pharmacist","B2","noun","pharmacists"
"2552","phase","B2","noun","phases"
"2553","philosopher","B2","noun","philosophers"
"2554","philosophy","B2","noun","philosophies"
"2555","picture","B2","noun","pictures"
"2557","pine","B2","noun","pines"
"2558","pint","B2","noun","pints"
"2559","pity","B2","noun","pities"
"2562","platform","B2","noun","platforms"
"2563","play","B2","noun","plays"
"2564","plot","B2","noun","plots"
"2565","plumber","B2","noun","plumbers"
"2568","poison","B2","noun","poisons"
"2569","policy","B2","noun","policies"
"2572","pool","B2","noun","pools"
"2574","population","B2","noun","populations"
"2575","portion","B2","noun","portions"
"2576","portrait","B2","noun","portraits"
"2577","position","B2","noun","positions"
"2578","possession","B2","noun","possessions"
"2579","possibility","B2","noun","possibilities"
"2580","potential","B2","noun","potentials"
"2581","pottery","B2","noun","potteries"
"2582","pound","B2","noun","pounds"
"2584","power","B2","noun","powers"
"2585","prediction","B2","noun","predictions"
"2586","preference","B2","noun","preferences"
"2587","prefix","B2","noun","prefixes"
"2588","prejudice","B2","noun","prejudices"
"2589","presence","B2","noun","presences"
"2590","presentation","B2","noun","presentations"
"2591","presidency","B2","noun","presidencies"
"2592","pressure","B2","noun","pressures"
"2594","pride","B2","noun","prides"
"2595","priority","B2","noun","priorities"
"2597","procedure","B2","noun","procedures"
"2599","producer","B2","noun","producers"
"2600","production","B2","noun","productions"
"2601","profession","B2","noun","professions"
"2602","professional","B2","noun","professionals"
"2603","profile","B2","noun","profiles"
"2604","profit","B2","noun","profits"
"2605","program","B2","noun","programs"
"2607","project","B2","noun","projects"
"2608","promotion","B2","noun","promotions"
"2609","proof","B2","noun","proofs"
"2610","property","B2","noun","properties"
"2611","proposal","B2","noun","proposals"
"2612","prospect","B2","noun","prospects"
"2613","protection","B2","noun","protections"
"2615","psychologist","B2","noun","psychologists"
"2616","psychology","B2","noun","psychologies"
"2617","publication","B2","noun","publications"
"2619","publisher","B2","noun","publishers"
"2620","pudding","B2","noun","puddings"
"2621","punch","B2","noun","punches"
"2622","punishment","B2","noun","punishments"
"2623","purchase","B2","noun","purchases"
"2624","qualification","B2","noun","qualifications"
"2625","quality","B2","noun","qualities"
"2626","quantity","B2","noun","quantities"
"2627","quarrel","B2","noun","quarrels"
"2628","quarter","B2","noun","quarters"
"2629","question","B2","noun","questions"
"2632","rage","B2","noun","rages"
"2633","rainbow","B2","noun","rainbows"
"2634","range","B2","noun","ranges"
"2636","rate","B2","noun","rates"
"2637","ray","B2","noun","rays"
"2638","razor","B2","noun","razors"
"2639","reach","B2","noun","reaches"
"2640","reaction","B2","noun","reactions"
"2641","reality","B2","noun","realities"
"2642","reason","B2","noun","reasons"
"2643","rebel","B2","noun","rebels"
"2644","receipt","B2","noun","receipts"
"2645","reception","B2","noun","receptions"
"2646","recession","B2","noun","recessions"
"2647","recommendation","B2","noun","recommendations"
"2648","record","B2","noun","records"
"2649","recording","B2","noun","recordings"
"2650","recovery","B2","noun","recoveries"
"2651","recreation","B2","noun","recreations"
"2652","recycling","B2","noun","recyclings"
"2653","reduction","B2","noun","reductions"
"2654","referee","B2","noun","referees"
"2655","reference","B2","noun","references"
"2656","reflection","B2","noun","reflections"
"2657","refugee","B2","noun","refugees"
"2658","regret","B2","noun","regrets"
"2659","regulation","B2","noun","regulations"
"2660","rehearsal","B2","noun","rehearsals"
"2661","relation","B2","noun","relations"
"2662","relationship","B2","noun","relationships"
"2663","release","B2","noun","releases"
"2664","relief","B2","noun","reliefs"
"2666","remark","B2","noun","remarks"
"2667","remedy","B2","noun","remedies"
"2668","replacement","B2","noun","replacements"
"2669","representative","B2","noun","representatives"
"2670","reputation","B2","noun","reputations"
"2671","requirement","B2","noun","requirements"
"2672","researcher","B2","noun","researchers"
"2673","resident","B2","noun","residents"
"2674","resource","B2","noun","resources"
"2675","response","B2","noun","responses"
"2676","responsibility","B2","noun","responsibilities"
"2677","retirement","B2","noun","retirements"
"2678","revenge","B2","noun","revenges"
"2679","revolution","B2","noun","revolutions"
"2680","rhythm","B2","noun","rhythms"
"2681","rib","B2","noun","ribs"
"2682","right","B2","noun","rights"
"2683","ring","B2","noun","rings"
"2684","rise","B2","noun","rises"
"2685","risk","B2","noun","risks"
"2686","robbery","B2","noun","robberies"
"2687","rocket","B2","noun","rockets"
"2688","role","B2","noun","roles"
"2689","roll","B2","noun","rolls"
"2690","root","B2","noun","roots"
"2691","rope","B2","noun","ropes"
"2692","rubber","B2","noun","rubbers"
"2693","rule","B2","noun","rules"
"2694","rumor","B2","noun","rumors"
"2696","rush","B2","noun","rushes"
"2700","sample","B2","noun","samples"
"2701","satellite","B2","noun","satellites"
"2702","satisfaction","B2","noun","satisfactions"
"2704","scale","B2","noun","scales"
"2705","scandal","B2","noun","scandals"
"2707","scene","B2","noun","scenes"
"2708","scent","B2","noun","scents"
"2709","schedule","B2","noun","schedules"
"2710","scheme","B2","noun","schemes"
"2711","scratch","B2","noun","scratches"
"2712","script","B2","noun","scripts"
"2713","seal","B2","noun","seals"
"2714","search","B2","noun","searches"
"2715","seed","B2","noun","seeds"
"2716","selection","B2","noun","selections"
"2719","semicolon","B2","noun","semicolons"
"2720","seminar","B2","noun","seminars"
"2721","senior","B2","noun","seniors"
"2722","sensation","B2","noun","sensations"
"2723","sense","B2","noun","senses"
"2724","sentence","B2","noun","sentences"
"2725","separation","B2","noun","separations"
"2727","servant","B2","noun","servants"
"2729","set","B2","noun","sets"
"2730","setting","B2","noun","settings"
"2731","shade","B2","noun","shades"
"2732","share","B2","noun","shares"
"2733","shed","B2","noun","sheds"
"2734","shell","B2","noun","shells"
"2735","shelter","B2","noun","shelters"
"2736","shift","B2","noun","shifts"
"2737","shooting","B2","noun","shootings"
"2738","shortage","B2","noun","shortages"
"2739","shot","B2","noun","shots"
"2740","show","B2","noun","shows"
"2743","sigh","B2","noun","sighs"
"2744","sight","B2","noun","sights"
"2745","sign","B2","noun","signs"
"2746","signal","B2","noun","signals"
"2747","silence","B2","noun","silences"
"2748","similarity","B2","noun","similarities"
"2750","skeleton","B2","noun","skeletons"
"2751","skin","B2","noun","skins"
"2752","slash","B2","noun","slashes"
"2753","slave","B2","noun","slaves"
"2754","slope","B2","noun","slopes"
"2755","smell","B2","noun","smells"
"2756","smoker","B2","noun","smokers"
"2757","society","B2","noun","societies"
"2758","softness","B2","noun","softness"
"2759","soil","B2","noun","soils"
"2760","solo","B2","noun","solos"
"2762","soul","B2","noun","souls"
"2763","soundtrack","B2","noun","soundtracks"
"2764","source","B2","noun","sources"
"2765","space","B2","noun","spaces"
"2768","spectator","B2","noun","spectators"
"2769","speech","B2","noun","speeches"
"2770","speed","B2","noun","speeds"
"2771","spirit","B2","noun","spirits"
"2772","splash","B2","noun","splashes"
"2773","sponsor","B2","noun","sponsors"
"2774","spot","B2","noun","spots"
"2775","spray","B2","noun","sprays"
"2776","spread","B2","noun","spreads"
"2777","spreadsheet","B2","noun","spreadsheets"
"2778","stage","B2","noun","stages"
"2779","standard","B2","noun","standards"
"2781","statement","B2","noun","statements"
"2782","statistics","B2","noun","statistics"
"2783","steam","B2","noun","steams"
"2784","steel","B2","noun","steels"
"2785","step","B2","noun","steps"
"2786","stepfather","B2","noun","stepfathers"
"2787","stepmother","B2","noun","stepmothers"
"2788","stock","B2","noun","stocks"
"2789","stool","B2","noun","stools"
"2790","stopover","B2","noun","stopovers"
"2792","story","B2","noun","stories"
"2793","strain","B2","noun","strains"
"2794","strategy","B2","noun","strategies"
"2795","strength","B2","noun","strengths"
"2797","string","B2","noun","strings"
"2798","stroke","B2","noun","strokes"
"2799","structure","B2","noun","structures"
"2800","struggle","B2","noun","struggles"
"2801","studio","B2","noun","studios"
